scnno,timestamp,value,lat,lon,bearinglookup,bearing
N82151G,2016-06-15 12:25:10,33,52.4610581038,-1.83471955478
N82151H,2016-06-15 12:25:10,22,52.4604772409,-1.83723843613
N82151J,2016-06-15 12:25:10,19,52.4617904601,-1.83773401449
N82161B,2016-06-15 12:25:10,45,52.462179117,-1.82048289343
N82161C,2016-06-15 12:25:10,38,52.4618787151,-1.82398701428
N82161F,2016-06-15 12:25:10,48,52.4637025776,-1.82324381728
N83111S,2016-06-15 12:25:10,37,52.4520125822,-1.78353120074
N83151L,2016-06-15 12:25:10,12,52.4530086707,-1.78749940567
N83151N,2016-06-15 12:25:10,4,52.4534065181,-1.78877772017
N83162Y,2016-06-15 12:25:10,37,52.4514612025,-1.77707418822
N83181H,2016-06-15 12:25:10,40,52.4614582359,-1.80794614316
N83191A,2016-06-15 12:25:10,80,52.457422005,-1.79732358653
N83192X,2016-06-15 12:25:10,80,52.4607945344,-1.80341597171
N84112A,2016-06-15 12:25:10,32,52.4514460109,-1.77856043971
N84112B,2016-06-15 12:25:10,43,52.4514369384,-1.77851634136
N84112D,2016-06-15 12:25:10,6,52.4520840981,-1.78331012833
N84112E,2016-06-15 12:25:10,11,52.4520840442,-1.78328069896
N90111X,2016-06-15 12:25:10,54,52.5430322968,-1.9290027156
N90112W,2016-06-15 12:25:10,33,52.5357990419,-1.92047828156
N90132T,2016-06-15 12:25:10,35,52.5309753197,-1.91313113441
N90141B,2016-06-15 12:25:10,19,52.535230372,-1.91710325696
N90141C,2016-06-15 12:25:10,41,52.5340801815,-1.91784252531
N90141D,2016-06-15 12:25:10,48,52.5340891816,-1.91785725075
N90151N,2016-06-15 12:25:10,30,52.54304148,-1.92932709493
N90151Q,2016-06-15 12:25:10,16,52.5429425829,-1.92931250801
N90151S,2016-06-15 12:25:10,16,52.5420518974,-1.92816383472
N90161M,2016-06-15 12:25:10,20,52.5430325077,-1.92935659965
N90171H,2016-06-15 12:25:10,38,52.5345749901,-1.91837232939
N92111B,2016-06-15 12:25:10,80,52.5469208157,-1.85526401524
N92111C,2016-06-15 12:25:10,9,52.5459135046,-1.85489866869
N92111D,2016-06-15 12:25:10,80,52.5460330577,-1.85711020477
N92111H,2016-06-15 12:25:10,80,52.5470220454,-1.85719547812
N92131P,2016-06-15 12:25:10,38,52.5488863146,-1.86002089174
N96111B,2016-06-15 12:25:10,9,52.4157875062,-1.96872734818
