,measurement_id,lon,lat,source,coords,Name,nodeId,wayId
481,N96122W,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
482,N46162Z,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
483,N96141Z,-1.969505347,52.4176127,Scoot,"(-1.9695053469999999, 52.417612700000006)",West Boulevard,313887521,28576127-0
484,N83171Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
485,N54151W,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
486,N18111F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
487,N46142P,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
488,N96111D,-1.969888355,52.41654298,Scoot,"(-1.9698883549999999, 52.416542980000003)",West Boulevard,313887521,28576127-0
489,N18121G,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
490,N96131Y,-1.969225289,52.41861951,Scoot,"(-1.9692252890000002, 52.418619509999999)",West Boulevard,313887521,28576127-0
491,N85121H,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
492,N18121H,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
493,N83192X,-1.803415975,52.46079454,Scoot,"(-1.8034159750000001, 52.460794540000002)",Coventry Road,3796931308,380948391-1
494,N83112R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
495,N83191C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
496,N83191A,-1.79732359,52.45742202,Scoot,"(-1.79732359, 52.457422020000003)",New Coventry Road,3796937887,37047001-1
497,N68111Q,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
498,N46111C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
499,N96141T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
500,N18111A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
501,N19121J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
502,N96131A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
503,N81121Y,-1.84628531,52.46599121,Scoot,"(-1.8462853100000001, 52.465991209999999)",Coventry Road,3794285123,142367977-0
504,N18121E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
505,N81181B,-1.8439764,52.46541283,Scoot,"(-1.8439763999999998, 52.465412829999998)",Coventry Road,3794322905,376525690-0
506,N22171S,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
507,N22131U,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
508,N38121K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
509,N76121T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
510,N31131F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
511,N31111C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
512,N31111A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
513,N66211Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
514,N31111B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
515,N31111D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
516,N66161Q,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
517,N30121F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
518,N66161S,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
519,N66161R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
520,N81151S,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
521,N58131C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
522,N42111A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
523,N21111B,-1.860738735,52.44763351,Scoot,"(-1.860738735, 52.447633510000003)",Stratford Road,3841254132,380817717-1
524,N21122E,-1.860489573,52.44732756,Scoot,"(-1.8604895730000002, 52.447327559999998)",Formans Road,324682,8066679-1
525,N21141K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
526,N81121X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
527,N26111D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
528,N21142Q,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
529,N26111B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
530,N26111C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
531,N26111A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
532,N58131A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
533,N58141Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
534,N48131C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
535,N37121K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
536,N57171P,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
537,N66181K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
538,N37121L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
539,N64112L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
540,N24221M,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
541,N66111D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
542,N34161D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
543,N44131D,-1.94267551,52.47167772,Scoot,"(-1.9426755099999999, 52.471677720000002)",Hagley Road,3797926989,134661477-0
544,N37111B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
545,N37111A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
546,N35111F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
547,N37111C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
548,N81171H,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
549,N92121D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
550,N92142Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
551,N92131R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
552,N92121A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
553,N81141A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
554,N92121E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
555,N48141F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
556,N92121B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
557,N59111P,-1.922927116,52.50111763,Scoot,"(-1.9229271159999999, 52.501117630000003)",Villa Road,3809681419,8002228-0
558,N56121H,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
559,N71171L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
560,N71151B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
561,N57131T,-1.925092167,52.50137073,Scoot,"(-1.9250921669999999, 52.501370729999998)",Soho Road,3806421034,95212138-3
562,N53113C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
563,N75121X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
564,N52131W,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
565,N75111B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
566,N75111A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
567,N75121Z,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
568,N12141W,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
569,N57151K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
570,N92131T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
571,N76111C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
572,N91112D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
573,N92111H,-1.857195482,52.54702206,Scoot,"(-1.8571954819999998, 52.547022060000003)",Sheddington Road,221412,5001281-0
574,N56131Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
575,N57142X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
576,N91111C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
577,N90141A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
578,N92142X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
579,N57161C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
580,N66211X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
581,N91111B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
582,N66172M,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
583,N44192L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
584,N66171L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
585,N92131V,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
586,N90172G,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
587,N90131N,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
588,N56111A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
589,N92131Q,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
590,N92111B,-1.855264019,52.54692083,Scoot,"(-1.855264019, 52.546920829999998)",Sheddington Road,221412,5001281-0
591,N91111A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
592,N92111D,-1.857110209,52.54603307,Scoot,"(-1.857110209, 52.54603307)",Sheddington Road,221412,5001281-0
593,N69111B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
594,N35112G,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
595,N59121Z,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
596,N59121X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
597,N59111R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
598,N82161D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
599,N79111F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
600,N79111D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
601,N57151N,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
602,N69111A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
603,N57161E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
604,N69111D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
605,N79111A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
606,N69111E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
607,N65131F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
608,N35132K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
609,N59111S,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
610,N71161A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
611,N31132G,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
612,N39151U,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
613,N19132K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
614,N15121F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
615,N68111P,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
616,N50111A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
617,N39161R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
618,N82141Q,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
619,N87132C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
620,N58141M,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
621,N30131P,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
622,N39161T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
623,N39171G,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
624,N39171J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
625,N39181M,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
626,N58133P,-1.953295541,52.50796578,Scoot,"(-1.9532955409999999, 52.507965779999999)",Holyhead Road,3806906043,8001715-0
627,N68111S,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
628,N14121J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
629,N58141L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
630,N39121D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
631,N87121I,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
632,N82131D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
633,N44131C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
634,N32122K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
635,N95142G,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
636,N78111D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
637,N58131D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
638,N87131A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
639,N39121A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
640,N50111B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
641,N95112H,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
642,N39131N,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
643,N19131F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
644,N39131T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
645,N87121G,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
646,N32111D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
647,N39131V,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
648,N39181N,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
649,N39111P,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
650,N50111C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
651,N15122B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
652,N15121G,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
653,N15121H,-1.877833316,52.45379254,Scoot,"(-1.877833316, 52.453792540000002)",Ladypool Road,3798315310,76705606-13
654,N39111Q,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
655,N57151M,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
656,N39121B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
657,N95131M,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
658,N15111C,-1.877938605,52.45296557,Scoot,"(-1.877938605, 52.452965570000003)",Taunton Road,3798302207,23736859-8
659,N82131C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
660,N58121K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
661,N95122B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
662,N95131L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
663,N87131B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
664,N87132D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
665,N78111B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
666,N95121D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
667,N95121C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
668,N15122A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
669,N95111J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
670,N95111I,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
671,N44121Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
672,N78111A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
673,N39171L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
674,N58131B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
675,N39121C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
676,N74191D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
677,N82151K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
678,N14151T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
679,N50111D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
680,N87121H,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
681,N78111C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
682,N43131S,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
683,N95122N,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
684,N68121Z,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
685,N95142F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
686,N74211X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
687,N56121L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
688,N66151A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
689,N64121R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
690,N76121R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
691,N11131A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
692,N71111G,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
693,N71111E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
694,N63131C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
695,N66191X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
696,N77111P,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
697,N62111A,-1.897057383,52.52718673,Scoot,"(-1.8970573830000002, 52.527186729999997)",Aldridge Road,1954728803,376533112-2
698,N83172A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
699,N34152T,-1.939776991,52.43800875,Scoot,"(-1.939776991, 52.438008750000002)",Bourn Brook Walkway,1681410529,155778737-0
700,N34151Y,-1.939675694,52.43677706,Scoot,"(-1.939675694, 52.436777059999997)",Bourn Brook Walkway,1681410529,155778737-0
701,N85112F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
702,N34142Y,-1.94591491,52.43488317,Scoot,"(-1.9459149099999999, 52.434883169999999)",Bourn Brook Walkway,1681410498,155778737-0
703,N11112G,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
704,N77111Q,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
705,N64111Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
706,N34151V,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
707,N74181B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
708,N66191Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
709,N34171P,-1.945045318,52.4363032,Scoot,"(-1.945045318, 52.436303199999998)",Bourn Brook Walkway,1681410498,155778737-0
710,N84131A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
711,N64111X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
712,N82122J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
713,N65111T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
714,N66111C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
715,N82112Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
716,N43111A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
717,N83221K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
718,N81131X,-1.866869789,52.47354073,Scoot,"(-1.8668697890000001, 52.473540730000003)",Bowling Green Road,3794289885,73031058-0
719,N63131E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
720,N12111C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
721,N65132X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
722,N74144Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
723,N71141T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
724,N66192F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
725,N65131C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
726,N65131B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
727,N65121E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
728,N76121V,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
729,N74142X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
730,N71141P,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
731,N75121Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
732,N65111S,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
733,N64151D,-1.824478649,52.56409482,Scoot,"(-1.824478649, 52.564094820000001)",Fourlands Avenue,223312,2916390-0
734,N71161D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
735,N64141J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
736,N66181M,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
737,N63121J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
738,N74181A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
739,N76131L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
740,N85112E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
741,N19121H,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
742,N64131K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
743,N77121A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
744,N83221J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
745,N43131R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
746,N81161E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
747,N83221L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
748,N77121B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
749,N74222F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
750,N63132F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
751,N66111A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
