,measurement_id,lon,lat,source,coords,Name,nodeId,wayId
239,N38111G,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
240,N71171K,-1.873185347,52.50438318,Scoot,"(-1.8731853469999999, 52.504383179999998)",Grosvenor Road,3794253809,23315522-0
241,N83151L,-1.787499409,52.45300868,Scoot,"(-1.787499409, 52.453008680000003)",Coventry Road,3796899293,141925715-0
242,N65141J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
243,N14131R,-1.888536365,52.44597279,Scoot,"(-1.888536365, 52.445972789999999)",Alcester Road,21295190,380954630-0
244,N71151A,-1.868156806,52.50600487,Scoot,"(-1.868156806, 52.506004869999998)",Lichfield Road,2400217644,231680915-0
245,N24111S,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
246,N65132Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
247,N34121K,-1.939699054,52.44123613,Scoot,"(-1.9396990540000001, 52.44123613)",Bourn Brook Walkway,1681410536,155778737-0
248,N84131C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
249,N17131Y,-1.896204703,52.47606925,Scoot,"(-1.8962047030000002, 52.476069250000002)",Pershore Street,3799222770,23964827-1
250,N63121K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
251,N42112G,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
252,N74171P,-1.835230562,52.50953269,Scoot,"(-1.8352305619999998, 52.50953269)",Wheelwright Road,3798166212,23494780-2
253,N14131P,-1.886799758,52.44616892,Scoot,"(-1.8867997580000002, 52.446168919999998)",Alcester Road,21295190,380954630-0
254,N85111B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
255,N17131Z,-1.892552956,52.47627277,Scoot,"(-1.8925529559999998, 52.476272770000001)",Upper Dean Street,3799227359,8022977-2
256,N96131V,-1.971270271,52.41679504,Scoot,"(-1.9712702709999999, 52.416795039999997)",West Boulevard,313887521,28576127-0
257,N58121J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
258,N36121P,-1.972801895,52.41267795,Scoot,"(-1.9728018949999999, 52.412677950000003)",West Boulevard,313887521,28576127-0
259,N19162A,-1.891780727,52.48500132,Scoot,"(-1.8917807269999998, 52.485001320000002)",James Watt Queensway,3808428254,38182152-2
260,N92131P,-1.860020895,52.54888632,Scoot,"(-1.8600208949999999, 52.548886320000001)",Turfpits Lane,207633,5001261-7
261,N66153J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
262,N63121M,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
263,N96141B,-1.966667178,52.4181873,Scoot,"(-1.966667178, 52.4181873)",West Boulevard,313887521,28576127-0
264,N36121K,-1.974492926,52.41208498,Scoot,"(-1.9744929259999999, 52.412084980000003)",West Boulevard,313887521,28576127-0
265,N15121E,-1.873979515,52.45322214,Scoot,"(-1.873979515, 52.453222140000001)",Taunton Road,3798309128,23736859-0
266,N96152A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
267,N24211F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
268,N67111K,-1.899714766,52.51884638,Scoot,"(-1.899714766, 52.518846379999999)",,,
269,N12151X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
270,N53181Y,-1.89975998,52.49892476,Scoot,"(-1.89975998, 52.498924760000001)",Clifford Street,444424,8167670-3
271,N44161P,-1.943072997,52.47166892,Scoot,"(-1.9430729969999998, 52.471668919999999)",Hagley Road,3797940249,137652671-6
272,N38112B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
273,N24211B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
274,N84112A,-1.778560443,52.45144602,Scoot,"(-1.7785604430000002, 52.451446019999999)",Coventry Road,2245338872,380943891-0
275,N24121N,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
276,N84131B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
277,N74121K,-1.821060209,52.515877,Scoot,"(-1.8210602090000001, 52.515877000000003)",Holly Lane,3798131200,4546617-1
278,N84112C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
279,N62121N,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
280,N37121M,-1.89875277,52.47562195,Scoot,"(-1.89875277, 52.475621949999997)",Smallbrook Queensway,425326099,53073153-0
281,N12121E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
282,N66161P,-1.841513751,52.52823127,Scoot,"(-1.8415137509999999, 52.528231269999999)",Station Road,3799180533,382237142-0
283,N39141K,-1.934250005,52.4452248,Scoot,"(-1.934250005, 52.445224800000005)",,,
284,N12132D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
285,N53161K,-1.901231162,52.48657381,Scoot,"(-1.901231162, 52.486573810000003)",Summer Lane,3718367729,367970805-0
286,N25111W,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
287,N81172K,-1.858740531,52.46979149,Scoot,"(-1.858740531, 52.469791489999999)",Coventry Road,3815223123,35097672-1
288,N39111R,-1.927729249,52.44713588,Scoot,"(-1.927729249, 52.447135879999998)",,,
289,N24211G,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
290,N34121L,-1.939699054,52.44123613,Scoot,"(-1.9396990540000001, 52.44123613)",Bourn Brook Walkway,1681410536,155778737-0
291,N44151N,-1.945018785,52.46959316,Scoot,"(-1.945018785, 52.469593160000002)",Augustus Road,3797967555,381222494-4
292,N19121G,-1.890108787,52.48226683,Scoot,"(-1.890108787, 52.48226683)",James Watt Queensway,3808440779,23166593-2
293,N59121Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
294,N74111W,-1.828159195,52.51307366,Scoot,"(-1.828159195, 52.513073660000003)",Wood Lane,3798149633,4546615-1
295,N90141B,-1.917103261,52.53523038,Scoot,"(-1.9171032609999998, 52.535230380000002)",Beeches Road,3814061873,23003794-1
296,N21141L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
297,N15111F,-1.866648671,52.45411312,Scoot,"(-1.8666486709999999, 52.454113120000002)",Durham Road,3798202970,376543121-0
298,N66151C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
299,N36111C,-1.970376717,52.41177837,Scoot,"(-1.9703767169999999, 52.41177837)",West Boulevard,313887521,28576127-0
300,N81151P,-1.857388,52.46924148,Scoot,"(-1.857388, 52.469241480000001)",Coventry Road,3794303261,12650000-0
301,N44141J,-1.943557392,52.47277492,Scoot,"(-1.9435573919999998, 52.472774919999999)",Rotton Park Road,3859207538,9703684-2
302,N86111T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
303,N86111Q,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
304,N44191J,-1.924570581,52.4703281,Scoot,"(-1.924570581, 52.470328099999996)",Highfield Road,3797899069,145104027-0
305,N44171F,-1.923923991,52.46967142,Scoot,"(-1.9239239909999999, 52.469671419999997)",Highfield Road,3797925616,145104027-0
306,N17111B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
307,N36131P,-1.973653765,52.41408059,Scoot,"(-1.9736537649999999, 52.414080589999998)",West Boulevard,313887521,28576127-0
308,N83181H,-1.807946147,52.46145825,Scoot,"(-1.8079461469999998, 52.46145825)",Coventry Road,3796927335,142275546-2
309,N84112D,-1.783310132,52.45208411,Scoot,"(-1.7833101319999998, 52.452084110000001)",Coventry Road,3796891287,130446520-0
310,N17111C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
311,N81111J,-1.848726573,52.46662365,Scoot,"(-1.8487265730000002, 52.466623650000002)",Coventry Road,3794271691,376525696-0
312,N81141C,-1.854462062,52.46819509,Scoot,"(-1.8544620619999999, 52.468195090000002)",Coventry Road,3794300890,12650000-0
313,N12131A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
314,N52121M,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
315,N65131E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
316,N33121F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
317,N66181J,-1.836201477,52.53772636,Scoot,"(-1.8362014769999999, 52.537726360000001)",Chester Road,1557685121,142318763-0
318,N42111B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
319,N82161C,-1.823987018,52.46187873,Scoot,"(-1.8239870180000002, 52.461878730000002)",Forest Road,3796622887,7981179-0
320,N82151G,-1.834719559,52.46105811,Scoot,"(-1.8347195590000001, 52.461058110000003)",Speedwell Road,3796603950,4260810-1
321,N63121L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
322,N67111H,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
323,N13111B,-1.884066695,52.46167404,Scoot,"(-1.884066695, 52.461674039999998)",Moseley Road,3796643958,376540139-0
324,N43181B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
325,N19161C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
326,N44141G,-1.942985282,52.47119241,Scoot,"(-1.942985282, 52.47119241)",Norfolk Road,3792576375,4315970-1
327,N66151D,-1.838847949,52.52763434,Scoot,"(-1.838847949, 52.527634339999999)",Station Road,3799186741,4565265-0
328,N44181P,-1.929152752,52.4678407,Scoot,"(-1.9291527519999998, 52.467840700000004)",Vicarage Road,3797895027,8022486-0
329,N81151R,-1.850711986,52.46713859,Scoot,"(-1.8507119859999999, 52.467138589999998)",Coventry Road,3794310630,383952954-1
330,N63111S,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
331,WMTG-D0219Pole25-Zone2,-2.063067961,52.51372048,Detector,"(-2.0630679609999998, 52.513720480000003)",,,
332,N13111D,-1.883591486,52.46328278,Scoot,"(-1.883591486, 52.46328278)",Moseley Road,3796644912,30619582-1
333,N84131D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
334,N71141S,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
335,N44211N,-1.929636285,52.46924342,Scoot,"(-1.929636285, 52.469243419999998)",Vicarage Road,3797898056,8022486-0
336,N12131C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
337,N44181S,-1.930297222,52.47018776,Scoot,"(-1.9302972219999999, 52.470187760000002)",Vicarage Road,3797893337,26371149-3
338,N44171E,-1.927011813,52.47180398,Scoot,"(-1.927011813, 52.471803979999997)",Highfield Road,3797920841,8022487-0
339,N55131L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
340,N17131X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
341,N68111R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
342,N74121M,-1.821265967,52.51601216,Scoot,"(-1.821265967, 52.516012160000002)",Holly Lane,3798132541,42784016-1
343,N44151M,-1.94337119,52.46872036,Scoot,"(-1.9433711899999999, 52.468720359999999)",Norfolk Road,3797949432,375921254-0
344,N71141R,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
345,N36111B,-1.973552915,52.41059243,Scoot,"(-1.973552915, 52.410592430000001)",West Boulevard,313887521,28576127-0
346,N13151H,-1.8774473,52.46564994,Scoot,"(-1.8774473000000003, 52.465649939999999)",Stratford Road,3796665250,42783865-2
347,N54151Z,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
348,WMTG-E4522-Pole2-Zone1,-1.833608106,52.52952397,Detector,"(-1.833608106, 52.52952397)",Sutton Road,1686089916,142771742-5
349,WMTG-D0212Pole8-Zone2,-2.065748799,52.51305376,Detector,"(-2.0657487990000001, 52.513053759999998)",,,
350,N71111H,-1.862207162,52.50523397,Scoot,"(-1.8622071619999998, 52.505233969999999)",Cuckoo Road,3794184428,38181553-3
351,N44151L,-1.941500652,52.46951956,Scoot,"(-1.9415006519999998, 52.469519560000002)",Augustus Road,3797954417,29034371-2
352,N44111B,-1.925305759,52.47084099,Scoot,"(-1.925305759, 52.470840989999999)",Highfield Road,3797854337,8022487-1
353,N51131Q,-1.908791326,52.49101191,Scoot,"(-1.908791326, 52.491011909999997)",Hockley Street,3794149049,376518876-0
354,N66152K,-1.839977809,52.52498385,Scoot,"(-1.8399778090000001, 52.524983849999998)",Sutton New Road,3799204409,755-7
355,WMTG-D0212Pole2-Zone2,-2.065748799,52.51305376,Detector,"(-2.0657487990000001, 52.513053759999998)",,,
356,WMTG-D0212Pole2-Zone1,-2.065748799,52.51305376,Detector,"(-2.0657487990000001, 52.513053759999998)",,,
357,WMTG-C02921-TCAM2-Zone1,-2.079896881,52.4738399,Detector,"(-2.0798968809999998, 52.473839899999994)",,,
358,N53181Z,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
359,N81141D,-1.857476323,52.46924159,Scoot,"(-1.8574763230000002, 52.469241590000003)",Golden Hillock Road,3856306058,12649114-1
360,N38131A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
361,WMTG-C02921-TCAM1-Zone1,-2.079896881,52.4738399,Detector,"(-2.0798968809999998, 52.473839899999994)",,,
362,WMTG-E2347-Pole1-Zone2,-1.871241246,52.5041923,Detector,"(-1.8712412459999999, 52.504192299999993)",Lichfield Road,3952023834,368490442-3
363,N34141X,-1.941851066,52.43804574,Scoot,"(-1.9418510659999999, 52.43804574)",Bourn Brook Walkway,1681410529,155778737-0
364,N34131B,-1.938802714,52.44048051,Scoot,"(-1.9388027140000001, 52.44048051)",,,
365,WMTG-D0212Pole8-Zone1,-2.065748799,52.51305376,Detector,"(-2.0657487990000001, 52.513053759999998)",,,
366,WMTG-E0749-Pole3-Zone2,-1.906894071,52.46877826,Detector,"(-1.906894071, 52.468778260000001)",,,
367,WMTG-D0219Pole25-Zone1,-2.063067961,52.51372048,Detector,"(-2.0630679609999998, 52.513720480000003)",,,
368,WMTG-C02911-TCAM4-Zone1,-2.084928238,52.47198445,Detector,"(-2.0849282380000003, 52.471984450000001)",,,
369,WMTG-D0411Pole4-Zone1,-2.161615232,52.48084041,Detector,"(-2.1616152319999999, 52.480840409999999)",,,
370,N24221N,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
371,N32111A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
372,N59121W,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
373,WMTG-C02911-TCAM2-Zone1,-2.084928238,52.47198445,Detector,"(-2.0849282380000003, 52.471984450000001)",,,
374,N24211E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
375,N12121B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
376,WMTG-E0749-Pole3-Zone1,-1.906894071,52.46877826,Detector,"(-1.906894071, 52.468778260000001)",,,
377,N83151N,-1.788777724,52.45340653,Scoot,"(-1.788777724, 52.453406530000002)",Coventry Road,3796905473,47701263-0
378,N24111U,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
379,WMTG-A0418POLE19-Zone2,-2.096720687,52.55256993,Detector,"(-2.0967206869999999, 52.552569929999997)",The Express Way,1659026342,118828982-0
380,N19131D,-1.89156509,52.48286151,Scoot,"(-1.8915650900000001, 52.482861509999999)",Newton Street,3806931304,231238132-1
381,N22141E,-1.89280023,52.43499091,Scoot,"(-1.89280023, 52.434990910000003)",Amesbury Road,249848007,23140063-0
382,N81141B,-1.857917157,52.46948485,Scoot,"(-1.8579171569999999, 52.469484850000001)",Muntz Street,3794284671,12654050-0
383,N41111C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
384,WMTG-D0548Pole12-Zone1,-2.1209423,52.48468283,Detector,"(-2.1209422999999998, 52.484682829999997)",,,
385,N22121M,-1.892770729,52.42894958,Scoot,"(-1.892770729, 52.428949580000001)",Amesbury Road,249848007,23140063-0
386,WMTG-D0514Pole14-Zone1,-2.121145984,52.48378362,Detector,"(-2.121145984, 52.483783619999997)",,,
387,WMTG-E0750-Pole3-Zone1,-1.906893561,52.46902099,Detector,"(-1.906893561, 52.469020989999997)",,,
388,WMTG-D0548Pole2-Zone1,-2.1209423,52.48468283,Detector,"(-2.1209422999999998, 52.484682829999997)",,,
389,N22141F,-1.89296531,52.43363357,Scoot,"(-1.8929653099999999, 52.433633569999998)",Amesbury Road,249848007,23140063-0
390,N44211M,-1.926871414,52.4676775,Scoot,"(-1.9268714140000001, 52.467677500000001)",Westbourne Road,3797901757,40641325-5
391,N36121Q,-1.973125792,52.41191387,Scoot,"(-1.9731257919999998, 52.411913869999999)",West Boulevard,313887521,28576127-0
392,WMTG-10751-4-Zone1,-1.531959478,52.41376951,Detector,"(-1.5319594780000001, 52.413769510000002)",,,
393,N32111E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
394,N24131C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
395,N38111H,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
396,N84121P,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
397,N41111E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
398,N81111K,-1.844064652,52.46543093,Scoot,"(-1.8440646519999999, 52.465430929999997)",Coventry Road,3794274507,376525690-0
399,WMTG-D0514Pole2-Zone1,-2.121145984,52.48378362,Detector,"(-2.121145984, 52.483783619999997)",,,
400,N84115J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
401,N81182Y,-1.840608335,52.46468016,Scoot,"(-1.840608335, 52.46468016)",Coventry Road,3794323439,54968211-1
402,N81181C,-1.843035107,52.46520482,Scoot,"(-1.843035107, 52.465204819999997)",Coventry Road,3794328957,376525691-1
403,WMTG-D0511Pole1-Zone2,-2.121506919,52.48117616,Detector,"(-2.1215069190000002, 52.481176159999997)",,,
404,N36131S,-1.97312419,52.41457493,Scoot,"(-1.9731241900000001, 52.414574930000001)",West Boulevard,313887521,28576127-0
405,N22111I,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
406,WMTG-D0511Pole1-Zone1,-2.121506919,52.48117616,Detector,"(-2.1215069190000002, 52.481176159999997)",,,
407,N11111J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
408,N65151L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
409,N11131C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
410,N46161Y,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
411,N81151Q,-1.854256069,52.46816786,Scoot,"(-1.8542560690000001, 52.468167860000001)",Charles Road,3794304609,12653020-0
412,N84121S,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
413,WMTG-C02911-TCAM3-Zone1,-2.084928238,52.47198445,Detector,"(-2.0849282380000003, 52.471984450000001)",,,
414,N59111Q,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
415,N43141X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
416,N65151J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
417,N24221K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
418,WMTG-G0113_TCAM2-Zone2,-1.768194364,52.41348818,Detector,"(-1.768194364, 52.413488180000002)",,,
419,N65151K,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
420,N84121Q,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
421,N19111O,-1.891244589,52.48145878,Scoot,"(-1.891244589, 52.481458779999997)",The Priory Queensway,1828646356,31993305-0
422,N96121U,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
423,WMTG-A0811POLE2-Zone1,-2.119563112,52.59483713,Detector,"(-2.1195631119999998, 52.594837130000002)",Heath Lane,256509294,148859034-0
424,WMTG-D0219Pole12-Zone1,-2.063067961,52.51372048,Detector,"(-2.0630679609999998, 52.513720480000003)",,,
425,N90141C,-1.917842529,52.53408019,Scoot,"(-1.9178425290000001, 52.534080189999997)",Walsall Road,3814067107,22752756-0
426,WMTG-E0749-Pole1-Zone1,-1.906894071,52.46877826,Detector,"(-1.906894071, 52.468778260000001)",,,
427,N61111B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
428,N65151M,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
429,N17131U,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
430,WMTG-A0418POLE14-Zone1,-2.097664542,52.55255117,Detector,"(-2.097664542, 52.552551170000001)",The Express Way,1659026342,118828982-0
431,N55131K,-1.937816907,52.51402689,Scoot,"(-1.937816907, 52.514026889999997)",Oxhill Road,3798345895,34752235-4
432,N19111N,-1.889537416,52.4811066,Scoot,"(-1.889537416, 52.481106599999997)",Masshouse Lane,3808449986,4823750-0
433,N43161J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
434,N22111J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
435,N38121L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
436,WMTG-E1116-Pole4-Zone1,-1.943370191,52.46950248,Detector,"(-1.9433701909999999, 52.469502480000003)",Augustus Road,19788315,29034371-0
437,N12112V,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
438,N74131E,-1.822041901,52.51727192,Scoot,"(-1.822041901, 52.517271919999999)",Kingsbury Road,3798116508,3088447-0
439,WMTG-G0113_TCAM2-Zone1,-1.768194364,52.41348818,Detector,"(-1.768194364, 52.413488180000002)",,,
440,N27111W,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
441,N62151S,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
442,N62111B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
443,N23121X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
444,N62151P,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
445,WMTG-A0418POLE14-Zone2,-2.097664542,52.55255117,Detector,"(-2.097664542, 52.552551170000001)",The Express Way,1659026342,118828982-0
446,N22131T,-1.892470632,52.4253443,Scoot,"(-1.892470632, 52.425344299999999)",Amesbury Road,249848007,23140063-0
447,N22121P,-1.892527645,52.42609053,Scoot,"(-1.8925276449999999, 52.426090530000003)",Amesbury Road,249848007,23140063-0
448,N38121J,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
449,WMTG-A0418POLE19-Zone1,-2.096720687,52.55256993,Detector,"(-2.0967206869999999, 52.552569929999997)",The Express Way,1659026342,118828982-0
450,N19131B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
451,N72111B,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
452,N54113D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
453,N72111D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
454,N96111B,-1.968727352,52.41578752,Scoot,"(-1.9687273519999999, 52.415787520000002)",West Boulevard,313887521,28576127-0
455,N13191V,-1.865058884,52.45428213,Scoot,"(-1.865058884, 52.454282130000003)",St Johns Road,3796697324,8030824-1
456,N96131E,-1.969888368,52.416525,Scoot,"(-1.9698883680000001, 52.416525)",West Boulevard,313887521,28576127-0
457,N96141R,-1.969800144,52.41653397,Scoot,"(-1.9698001440000001, 52.416533970000003)",West Boulevard,313887521,28576127-0
458,WMTG-G0113_TCAM2-Zone3,-1.768194364,52.41348818,Detector,"(-1.768194364, 52.413488180000002)",,,
459,N96111C,-1.970580035,52.41557222,Scoot,"(-1.970580035, 52.415572220000001)",West Boulevard,313887521,28576127-0
460,WMTG-E2347-Pole1-Zone1,-1.871241246,52.5041923,Detector,"(-1.8712412459999999, 52.504192299999993)",Lichfield Road,3952023834,368490442-3
461,N46121T,-1.956291205,52.47322978,Scoot,"(-1.9562912050000001, 52.473229779999997)",Hagley Road,3799155192,381222765-1
462,WMTG-D0219Pole12-Zone2,-2.063067961,52.51372048,Detector,"(-2.0630679609999998, 52.513720480000003)",,,
463,N74151E,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
464,N83111S,-1.783531204,52.45201259,Scoot,"(-1.783531204, 52.452012590000002)",Coventry Road,3796895647,380943889-0
465,N24221O,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
466,N83182W,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
467,N30162Y,-1.917879704,52.4506176,Scoot,"(-1.917879704, 52.450617600000001)",Bristol Road,3809851257,30193577-7
468,N24121L,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
469,N74191A,-1.84438311,52.50875394,Scoot,"(-1.8443831100000001, 52.508753939999998)",Tyburn Road,3814095958,382426033-0
470,N51111A,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
471,N51141C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
472,N53141T,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
473,N81132D,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
474,N52131Z,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
475,N52132V,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
476,N52131X,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
477,N54131S,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
478,N85121G,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
479,N85121I,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
480,N58141X,-1.955504564,52.50895552,Scoot,"(-1.9555045640000002, 52.508955520000001)",Holyhead Road,3806898893,382257185-0
